locus_tag,CH4_1000ppm,CH4_500ppm,LanzaTech,MeOH,NO3_lowO2_slow_growth,NoCu,NoLanthanum,WT_control,WithLanthanum,aa3_KO,crotonic_acid,highCu,highO2_slow_growth,lowCH4,lowCu,lowO2_fast_growth,lowO2_slow_growth,medCu,slow_growth,uMax,unknown
EQU24_RS00070,-0.28400061567567136,-0.30194860533094436,-0.7793028065589186,-1.807490761496364,-0.06567475404938361,-0.40280320926022356,-0.5975460820221947,-0.07003407335670042,-0.8012544094109808,-0.3162897378991526,-0.1672561837433244,0.31987852173259024,0.46204642214609704,-1.004591206032962,0.020524481880454165,0.34047062297250613,-2.0886854208417027,-0.1897444444711956,0.4214209821120658,-5.736152293896642e-16,-3.1300102946817105
EQU24_RS00075,-0.05624166216273585,-0.05258850903414347,-0.8851567756427599,0.11735229372878818,0.6938348315201766,0.0732735525792975,0.6308370283926973,0.545105753452303,1.1756613354471992,0.5145108049592182,0.7382011292998323,1.0363937258022398,-1.5150483123049299,0.3725229572037806,0.6694389093160084,1.0949876052652263,-0.20011760052212835,0.9053390557838311,1.3943960918789136,1.1102230246251565e-16,-1.3552480924359047
EQU24_RS00080,-0.20728995084628554,-0.05759170867236518,-1.5560297441197137,-0.5919812485266368,-0.5803194262568946,-0.4469289878431207,-0.06964045608818167,-1.3164841697059717,0.03491770250285042,-1.2141513851797865,-0.34643601771268107,-0.3971890690530824,0.2754903284368704,-0.6350174297483836,-0.5656658761474174,-0.5811939467195176,-2.108961149885164,-0.313863508515926,-0.7294249476702483,5.921189464667501e-16,-1.4219368380920137
EQU24_RS00085,-0.855821563938238,-0.848028762229438,-0.5456413662142205,-1.1193142400723635,-0.537653950140367,-0.7177284600809098,-0.1913544805874597,-0.4678771321975099,-0.4329125573584657,-0.44485366934883164,0.43140512038465495,0.11953903951018088,0.13047630441204916,-0.6977773208547623,-0.5210187274357719,-0.6281557316404368,-2.3994299582202925,0.11282198809277551,-1.2149390408686704,-5.921189464667501e-16,-1.882576667596257
EQU24_RS00090,-0.4691022872124746,-0.19861689069776878,-0.35562428519849076,-0.8036419547878867,-0.19247463618349858,-0.5992074940999169,0.43991043648288564,-0.6331216710717249,0.6798041830706498,-0.8219521488064827,0.3024779108948583,-0.2089864654956335,0.17473253057149085,-0.4914541906412184,-0.5049103422148398,-0.2864817896941551,-1.1581740913647967,-0.2261625568568054,-0.6603019602238427,1.4802973661668753e-16,-1.4528608086129722
EQU24_RS00095,-0.2941567210895131,0.041493573254766325,-0.4563245105777387,-0.8428603951143752,0.11694954217855513,-0.28280231500367997,1.1105149535766836,-0.45262568081664334,1.39012937293997,-0.3520478620720615,0.3361516690057784,-0.15849489004501507,0.19297473791214093,-0.7937148325730953,-0.3909811819546297,-0.39302728072049237,-0.15629420613531023,-0.21565879898790513,-0.010921440416598482,7.401486830834377e-16,-1.5055670140343687
EQU24_RS00100,-1.534695441953985,-1.549403572743063,-1.2760943944350998,-0.7990470494197324,-0.6518320868854408,-0.39936851709156357,-0.9360689948081984,-1.6032504649845607,-1.1759050843071948,-1.1232932581772581,-0.21875067179569418,-0.06353060915699374,0.20366895302737098,-0.17030723404301096,-0.46890841089200663,-0.3744302414197809,-2.5799096979390055,-0.27715284458423434,-0.7992078277757804,2.9605947323337506e-16,-3.0587076461769387
EQU24_RS00105,-3.0875582314966157,-3.201193586537641,-2.2442400795789843,-1.7270940044657048,-0.803801123706557,-0.19319646085298073,-1.0658782639936804,-1.9007667973384788,-1.4556454437362554,-0.7736658695024592,-0.6418204475098053,0.26669523131149636,-0.16792722548009476,-0.3109635040227292,-0.2903223156101955,-0.49979664639372995,-2.4334807647331345,-0.024836672179673336,-0.4693813761064951,7.401486830834377e-16,-2.578390665414383
EQU24_RS00110,-2.287721005546338,-2.5158890139900305,-2.8988573136679303,-1.935934284985193,-0.9769723920320759,-0.25949217980149414,-1.8093265260715057,-1.6962259415755012,-2.0520089129057433,-1.2095637505157275,-0.6854605723742297,0.19213384616485385,-0.7005845519323972,-1.0758720125135708,-0.23353026296328172,-0.39979208956895773,-3.7195876947127715,0.23779732785661625,-1.6368688927008859,-1.924386576016938e-15,-2.97356217676275
EQU24_RS00115,-1.424271092087797,-1.777946243611897,-0.8403903659817842,-1.809563563925186,-1.3395805381472312,-0.4088280574116861,-1.653264340672198,-1.3968198573809585,-1.8404797896591298,-1.0271150810678478,-0.39769729417662125,0.32138647693428946,-0.49998134566200725,-0.8616131358225613,-0.22518923678320102,-0.3696189801325283,-3.7745516288874223,0.04561079136969478,-1.1377577964905399,-6.661338147750939e-16,-2.9382880195607592
EQU24_RS00125,3.2939676113809426,3.2297008256570034,0.8696705646365466,-0.6323839936618142,1.4158140867737778,0.3240646928128091,1.0985836068877943,1.5709625171761123,1.0390718907096168,1.9128622596326017,1.003176159573965,0.1808617658541019,1.0308474660850984,0.42822196327846596,0.28461473220791644,-0.005893243763052928,-1.8960624559387977,0.24775607048057743,2.0391623063327056,6.661338147750939e-16,-1.233094230686598
EQU24_RS00130,2.4193784465022583,2.8604189743636814,-0.7570218531837658,-0.25444815788349073,0.7389194724510797,-0.13912175214700176,0.8617191670337832,0.6907410490564281,1.111109820760205,0.6294287553483395,0.721000350248362,-0.5152482996468534,1.4887009312495865,0.16302135019556274,0.03842721710899599,0.06849748665282925,-1.4032401018963683,0.23231826406358488,1.3951526976962723,-4.070817756958907e-16,-2.864390906198727
EQU24_RS00135,1.448683133342838,1.5906719066638857,-0.09993934037046937,0.03473453027254265,0.20461516559243387,-0.4780929368895868,0.4364800323379943,0.24717910217994987,0.5341676003378379,0.04970994096760051,0.08563962269622682,-0.5128760783665247,0.6149834542423711,0.01636574324394857,-0.5104472524894759,-0.03358882117374492,-1.645086920009837,-0.2513316585117584,0.4956364922753167,1.4802973661668753e-16,-1.0699455071706636
EQU24_RS00140,1.9407008664688354,2.054608852369663,0.41654039967206624,-0.5817262747919205,0.6603471614379299,-0.232012660499355,1.2535043806276236,1.0423715102667133,1.5825972630942124,1.1325926831548347,0.6399496714446662,-0.2535499008060019,1.5018620391172819,0.06825641637714419,-0.2195025423955113,-0.04122279581818589,-1.611241675471468,-0.15161504871077694,1.2239881574017626,-1.8503717077085943e-16,-1.9058880173289232
EQU24_RS00145,1.4847622143493542,1.9686115062761467,1.143838324028533,0.17226870916187922,1.272310274320342,0.4702081580103083,1.6303929816371947,1.8647477540711321,1.4086496291259916,1.9169253625794627,1.2982928242594964,0.8168155080177669,1.7627648149699255,0.5912657987397778,0.6266140962096445,0.3632715360583835,-0.2393077995033918,0.36221098526763257,1.7250079658058441,1.295260195396016e-16,-0.5000103199224473
EQU24_RS00150,1.8208272450675609,1.8605750616562537,-0.2100648569896818,-0.5564292779005676,0.4097637266795333,-0.36106682396964035,1.1590384036987555,0.9540623078336552,1.2385040494847144,0.8159976237845403,0.45621708200647837,-0.48934423947652644,1.2853288737830058,-0.2797382297570925,-0.2507947724472729,-0.3557154025718119,-0.381731496446753,-0.37429670294407236,1.1822013565685598,9.251858538542972e-17,-1.2584674973107863
EQU24_RS00155,2.449994984484922,2.6519981258946177,0.08185290669115797,-0.0985012488267942,0.5329302483630433,0.3225456059669674,1.3208740287604586,1.0181446108239547,1.654051177007421,0.9505583234685875,0.508614208594006,-0.4245655732187263,1.3192809263097527,0.015408890311783607,0.24110992440117351,0.042830716343777255,-0.434974090153421,0.11207567254774771,1.4120333109108907,-3.700743415417188e-17,-1.0314176989784831
EQU24_RS00160,5.124417575961702,5.682555372504639,1.1616792179419306,-1.113846190228177,1.3258722984968454,0.552837830121268,2.7646457217920988,2.7515386253880587,3.2229826103826853,2.7153608366450164,1.0281695216586688,0.36887416545951696,1.4106363103857253,1.3734207081266294,0.5730006551615239,0.21558049485349293,0.34756022863020614,0.11326024001455919,2.9206934357132726,8.881784197001252e-16,-1.3100245309350529
